molecule_id,chemSpiderId,len_molecule,valid_prob,sol_prob,d_min,d_min_cl,find_rate
2861,8301,12,0.345818,0.010919,1.9436506316151003,1.9436506316151003,1.0
3180,8807,12,0.548334,0.492427,1.9436506316151003,1.9436506316151003,1.0
952,60074,12,0.701711,0.362253,1.4142135623730951,1.4142135623730951,1.0
3556,21168776,12,0.503512,0.010822,1.4142135623730951,1.4142135623730951,1.0
1627,7487,12,0.895531,0.749758,1.4142135623730951,1.4142135623730951,1.0
30,5622,12,0.726165,0.391669,1.4142135623730951,1.4142135623730951,1.0
1229,7101,12,0.869676,0.836396,1.4142135623730951,1.4142135623730951,1.0
809,13865683,12,0.442448,0.248556,1.9436506316151003,1.9436506316151003,1.0
957,56131,12,0.677967,0.421492,1.6666666666666667,1.6666666666666667,1.0
1073,60122,13,0.971597,0.614625,1.3333333333333335,1.3333333333333335,1.0
868,6748,13,0.74075,0.009778,1.3333333333333335,1.3333333333333335,1.0
3123,60694,13,0.977715,0.26212,1.3333333333333335,1.3333333333333335,1.0
966,6835,13,0.739612,0.008032,1.3333333333333335,1.3333333333333335,1.0
1228,60176,13,0.945136,0.797748,1.3333333333333335,1.3333333333333335,1.0
790,59986,13,0.826196,0.611539,1.3333333333333335,1.3333333333333335,1.0
1026,60106,13,0.814297,0.63929,1.3333333333333335,1.3333333333333335,1.0
519,59828,13,0.960874,0.605585,1.3333333333333335,1.3333333333333335,1.0
2343,7905,13,0.991911,0.87655,1.3333333333333335,1.3333333333333335,1.0
2743,12994,13,0.989594,0.797326,1.3333333333333335,1.3333333333333335,1.0
967,38041,13,0.957378,0.944494,1.6666666666666667,1.6666666666666667,1.0
1257,7125,13,0.633988,0.050387,1.4142135623730951,1.4142135623730951,1.0
3511,61244,13,0.528514,0.223637,1.9436506316151003,1.9436506316151003,1.0
2848,2915,13,0.622811,0.4917,1.9436506316151003,1.9436506316151003,1.0
3244,1675,13,0.709793,0.006836,1.4142135623730951,1.4142135623730951,1.0
664,59913,13,0.630717,0.005777,1.4142135623730951,1.4142135623730951,1.0
3087,8580,13,0.983671,0.945914,1.4142135623730951,1.4142135623730951,1.0
3390,61102,13,0.573652,0.344381,1.9436506316151003,1.9436506316151003,1.0
1071,1441,13,0.658783,0.255424,1.6666666666666667,1.6666666666666667,1.0
113,2068,13,0.868146,0.402833,1.4142135623730951,1.4142135623730951,1.0
1383,7283,14,0.822095,0.006543,1.3333333333333335,1.3333333333333335,1.0
83,60997,14,0.901938,0.742146,1.3333333333333335,1.3333333333333335,1.0
723,643492,14,0.742265,0.004105,1.3333333333333335,1.3333333333333335,1.0
721,6600,14,0.742447,0.004035,1.3333333333333335,1.3333333333333335,1.0
1040,2388,14,0.95509,0.112704,1.3333333333333335,1.3333333333333335,1.0
2814,60561,14,0.886809,0.071274,1.3333333333333335,1.3333333333333335,1.0
3242,2026,14,0.8654,0.348451,1.3333333333333335,1.3333333333333335,1.0
3101,5129,14,0.892659,0.711813,1.3333333333333335,1.3333333333333335,1.0
264,6041,14,0.968537,0.511461,1.3333333333333335,1.3333333333333335,1.0
2958,8434,14,0.758847,0.00677,1.3333333333333335,1.3333333333333335,1.0
526,6387,14,0.866238,0.68144,1.4142135623730951,1.4142135623730951,1.0
1869,60314,14,0.970309,0.938766,1.4142135623730951,1.4142135623730951,1.0
2645,28962,14,0.870879,0.665146,1.6666666666666667,1.6666666666666667,1.0
3380,9307,14,0.74835,0.724891,1.9436506316151003,1.9436506316151003,1.0
3458,61174,14,0.602925,0.003734,1.4142135623730951,1.4142135623730951,1.0
1819,7654,14,0.877779,0.637927,1.4142135623730951,1.4142135623730951,1.0
705,6583,14,0.660927,0.565943,1.9436506316151003,1.9436506316151003,1.0
3300,3008,14,0.670268,0.066416,1.4142135623730951,1.4142135623730951,1.0
764,5361653,14,0.929828,0.804702,1.4142135623730951,1.4142135623730951,1.0
2309,7875,14,0.949375,0.884209,1.4142135623730951,1.4142135623730951,1.0
1178,60153,15,0.939168,0.888253,1.3333333333333335,1.3333333333333335,1.0
2185,72582,15,0.967278,0.837338,1.3333333333333335,1.3333333333333335,1.0
3291,9108,15,0.587526,0.02269,1.3333333333333335,1.3333333333333335,1.0
668,6535,15,0.764454,0.010951,1.3333333333333335,1.3333333333333335,1.0
2960,8435,15,0.882414,0.022476,1.3333333333333335,1.3333333333333335,1.0
515,59824,15,0.801525,0.091478,1.3333333333333335,1.3333333333333335,1.0
2506,8081,15,0.595539,0.013777,1.3333333333333335,1.3333333333333335,1.0
2912,8368,15,0.940737,0.048673,1.3333333333333335,1.3333333333333335,1.0
989,6849,15,0.780584,0.000944,1.3333333333333335,1.3333333333333335,1.0
800,6673,15,0.714927,0.09086,1.3333333333333335,1.3333333333333335,1.0
3368,61068,15,0.578259,0.578259,2.23606797749979,2.23606797749979,1.0
